;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
25;1,0;43,924163299959645;51,55008847890414;60,77833837833051;67,42198851737344;57,84711457801023;51,88674967885955;52,47337644688372;44,70256642103742;-61,06103874121523;-53,04254149678524;-46,22659904607587;-40,4259068188255;-36,0056515422252;3,5;8,0
26;1,0;53,00842821582698;56,815573582524266;63,57448628826312;65,7061985795614;56,78551235994873;51,10403534734397;46,317329833462196;41,570510812568244;-59,42763781218885;-51,321198566296104;-44,733926680137785;-40,01804364598864;-36,922661087872115;4,0;9,0
27;1,0;44,08426638313238;49,71217307902373;53,59296886730813;48,11291443509697;47,87244998826078;41,79113312039946;35,05621564878313;35,29087256186375;-71,22414851040786;-63,46054508275024;-57,24474842368749;-52,24719895935549;-48,510896470406394;4,5;10,0
28;1,0;49,60823701187165;54,23960974320587;52,557923808272065;49,788419502838686;44,40529996588214;41,426749001198985;36,039098685359676;37,09567312347366;-72,24719895935547;-64,28839878591474;-57,43994516947061;-52,57918419574472;-48,3015877968431;5,0;11,0
29;1,0;54,85405006668776;73,9299968554924;71,2440335666798;72,47275990491447;69,62717053665133;61,24646347456754;52,58160039341273;46,469401691542686;-49,80288139389895;-41,58574575837924;-35,31427238781313;-30,62745802113774;-27,293256275001287;5,5;12,0
30;1,0;49,70154944713424;69,31289913121118;62,93705748150201;70,33621972429069;65,98591490130352;52,68696204740735;43,90271896186646;46,99365103066613;-56,32959861247399;-48,16479930623699;-41,39691463372241;-35,95558863914911;-32,23634837750961;6,0;13,0
31;1,0;51,35643903492443;70,7295185142133;69,84755041211693;69,12876080853762;63,43789482768699;54,835718700034676;49,98555934475108;40,49071199330711;-53,532016884449256;-45,598429761043384;-39,255634376950496;-34,59173137050221;-30,79025828595552;6,5;14,0
32;1,0;50,001460088062046;67,18107790433973;66,86575110418077;72,07988725410102;63,04005884285367;45,78752068333902;39,36075772922133;32,27423795343083;-60,76657360480111;-52,24719895935549;-43,66022950088225;-35,23733752133622;-30,537819561622044;7,0;15,0
33;1,0;52,458494228044295;70,01675650884935;65,26902999436822;69,38006286350341;62,55391767890729;48,68605202189555;41,202535987713524;34,82152423165752;-56,32959861247399;-47,831965879852646;-40,56623118965063;-35,100549030730114;-31,498669000543018;7,5;16,0
34;1,0;53,47448489447637;70,11478682309726;64,81507792085844;69,56162019636088;72,40795347446762;62,082730611415826;54,494628498109265;50,25034213958732;-54,322187710122726;-46,051965392896506;-38,3113372577206;-32,692726853578534;-28,952708475957557;8,0;17,0
35;1,0;42,9441275385484;58,28645390642106;53,728024389088546;59,769028177861614;60,84779593535481;47,90543962314213;40,69318364170669;33,72627473786757;-66,78717351808073;-58,94496421785446;-52,35645687338553;-46,22659904607587;-40,97164629211217;8,5;18,0
36;2,0;38,19972301308027;49,73990298745215;60,97661602142898;67,72551623604053;55,82685755407862;55,85164516265738;42,429432351829774;35,595285404087285;-57,84401289123636;-48,16479930623699;-32,87753998827678;-22,988949475178053;-17,825420184233913;0,0;1,0
37;2,0;35,82744337307417;53,095190288396665;61,450333518365056;64,24152413426278;51,89180731217168;50,72282334561376;49,6635497577205;42,636649948359555;-45,598429761043384;-37,2640718791279;-30,23978805700423;-24,31014069873902;-20,16781104098201;0,5;2,0
38;2,0;30,411683370628737;41,596281459384215;50,75991932848849;56,62799579201889;42,38272189666871;50,987200107668485;37,169646269027595;32,36828308083222;-60,205999132796244;-51,92743685167288;-43,989591790056004;-35,92652095010209;-29,36350135151077;1,0;3,0
39;2,0;28,468658309537354;46,13509262887299;60,06555038623447;64,67488991333515;59,254970441396395;52,53291607186031;48,010276934291184;50,43571689020757;-48,581802085699394;-40,04464669783558;-31,89609867105861;-24,75223203915341;-19,87813052595341;1,5;4,0
40;2,0;29,31658716752676;30,53963695570929;39,76779261769336;46,952822004136095;59,095813972737034;52,49916954654129;35,61028997916295;36,95624624916191;-61,06103874121523;-51,92743685167288;-41,77877347190285;-32,77309917518035;-26,683563268005127;2,0;5,0
41;2,0;31,42274520510064;48,65324072789973;50,77099079231157;61,667619891373846;52,617455696254254;45,192866509870754;39,5099560694019;44,33243252971438;-59,67942035834926;-48,37079843903324;-39,07505621813905;-30,29164426856982;-24,17192372533418;2,5;6,0
42;2,0;33,466834169112225;49,172495636445895;57,44618752978643;62,43596506605432;50,88028979747521;45,55161623287104;42,74538137424165;36,25310241858902;-48,945281464271126;-40,88316447801559;-33,75515532641634;-27,58092973651456;-23,611884906848527;3,0;7,0
